State,County,Greenhouse veg and fresh herb sq feet 2007 (GHVEG_SQFT07),Units,FIPS,FID
Georgia,Stephens,0.0,Sq ft,13257.0,45
Georgia,Stewart,0.0,Sq ft,13259.0,48
Georgia,Sumter,0.0,Sq ft,13261.0,52
Georgia,Talbot,0.0,Sq ft,13263.0,57
Georgia,Taliaferro,0.0,Sq ft,13265.0,60
Georgia,Tattnall,0.0,Sq ft,13267.0,63
Georgia,Taylor,0.0,Sq ft,13269.0,69
Georgia,Telfair,0.0,Sq ft,13271.0,75
Georgia,Terrell,0.0,Sq ft,13273.0,78
Georgia,Thomas,0.0,Sq ft,13275.0,83
Georgia,Tift,0.0,Sq ft,13277.0,87
Georgia,Toombs,0.0,Sq ft,13279.0,91
Georgia,Towns,0.0,Sq ft,13281.0,95
Georgia,Treutlen,0.0,Sq ft,13283.0,102
Georgia,Troup,0.0,Sq ft,13285.0,105
Georgia,Turner,0.0,Sq ft,13287.0,108
Georgia,Twiggs,0.0,Sq ft,13289.0,116
Georgia,Union,0.0,Sq ft,13291.0,120
Georgia,Upson,0.0,Sq ft,13293.0,123
Georgia,Walker,nan,Sq ft,13295.0,126
Georgia,Walton,9600.0,Sq ft,13297.0,127
Georgia,Ware,0.0,Sq ft,13299.0,132
Georgia,Warren,0.0,Sq ft,13301.0,135
Georgia,Washington,0.0,Sq ft,13303.0,143
Georgia,Wayne,0.0,Sq ft,13305.0,147
Georgia,Webster,0.0,Sq ft,13307.0,149
Georgia,Wheeler,0.0,Sq ft,13309.0,154
Georgia,White,0.0,Sq ft,13311.0,157
Georgia,Whitfield,0.0,Sq ft,13313.0,159
Georgia,Wilcox,0.0,Sq ft,13315.0,163
Georgia,Wilkes,0.0,Sq ft,13317.0,167
Georgia,Wilkinson,0.0,Sq ft,13319.0,169
Georgia,Worth,nan,Sq ft,13321.0,173
Hawaii,Hawaii,nan,Sq ft,15001.0,198
Hawaii,Honolulu,107030.0,Sq ft,15003.0,234
Hawaii,Kalawao,nan,Sq ft,15005.0,247
Hawaii,Kauai,27700.0,Sq ft,15007.0,261
Hawaii,Maui,68994.0,Sq ft,15009.0,323
Idaho,Ada,nan,Sq ft,16001.0,336
Idaho,Adams,0.0,Sq ft,16003.0,338
Idaho,Bannock,nan,Sq ft,16005.0,343
Idaho,Bear Lake,nan,Sq ft,16007.0,349
Idaho,Benewah,0.0,Sq ft,16009.0,354
Idaho,Bingham,0.0,Sq ft,16011.0,362
Idaho,Blaine,nan,Sq ft,16013.0,371
Idaho,Boise,0.0,Sq ft,16015.0,380
Idaho,Bonner,17815.0,Sq ft,16017.0,387
Idaho,Bonneville,nan,Sq ft,16019.0,395
Idaho,Boundary,0.0,Sq ft,16021.0,405
Idaho,Butte,0.0,Sq ft,16023.0,414
Idaho,Camas,nan,Sq ft,16025.0,429
Idaho,Canyon,nan,Sq ft,16027.0,441
Idaho,Caribou,0.0,Sq ft,16029.0,449
Idaho,Cassia,0.0,Sq ft,16031.0,456
Idaho,Clark,0.0,Sq ft,16033.0,464
Idaho,Clearwater,0.0,Sq ft,16035.0,474
Idaho,Custer,0.0,Sq ft,16037.0,484
Idaho,Elmore,nan,Sq ft,16039.0,490
Idaho,Franklin,0.0,Sq ft,16041.0,498
Idaho,Fremont,0.0,Sq ft,16043.0,502
Idaho,Gem,0.0,Sq ft,16045.0,510
Idaho,Gooding,0.0,Sq ft,16047.0,519
Idaho,Idaho,nan,Sq ft,16049.0,528
Idaho,Jefferson,0.0,Sq ft,16051.0,540
Idaho,Jerome,0.0,Sq ft,16053.0,547
Idaho,Kootenai,1393.0,Sq ft,16055.0,552
Idaho,Latah,nan,Sq ft,16057.0,559
Idaho,Lemhi,nan,Sq ft,16059.0,566
Idaho,Lewis,0.0,Sq ft,16061.0,574
Idaho,Lincoln,0.0,Sq ft,16063.0,578
Idaho,Madison,0.0,Sq ft,16065.0,581
Idaho,Minidoka,nan,Sq ft,16067.0,585
Idaho,Nez Perce,nan,Sq ft,16069.0,589
Idaho,Oneida,0.0,Sq ft,16071.0,593
Idaho,Owyhee,0.0,Sq ft,16073.0,601
Idaho,Payette,0.0,Sq ft,16075.0,606
Idaho,Power,0.0,Sq ft,16077.0,613
Idaho,Shoshone,0.0,Sq ft,16079.0,621
Idaho,Teton,1817.0,Sq ft,16081.0,627
Idaho,Twin Falls,0.0,Sq ft,16083.0,634
Idaho,Valley,0.0,Sq ft,16085.0,643
Idaho,Washington,0.0,Sq ft,16087.0,649
Illinois,Adams,0.0,Sq ft,17001.0,650
Illinois,Alexander,0.0,Sq ft,17003.0,651
Illinois,Bond,0.0,Sq ft,17005.0,652
Illinois,Boone,0.0,Sq ft,17007.0,653
Illinois,Brown,0.0,Sq ft,17009.0,654
Illinois,Bureau,nan,Sq ft,17011.0,2
Illinois,Calhoun,0.0,Sq ft,17013.0,4
Illinois,Carroll,3400.0,Sq ft,17015.0,6
Illinois,Cass,0.0,Sq ft,17017.0,10
Illinois,Champaign,nan,Sq ft,17019.0,12
Illinois,Christian,0.0,Sq ft,17021.0,14
Illinois,Clark,0.0,Sq ft,17023.0,19
Illinois,Clay,0.0,Sq ft,17025.0,22
Illinois,Clinton,0.0,Sq ft,17027.0,27
Illinois,Coles,nan,Sq ft,17029.0,30
Illinois,Cook,41000.0,Sq ft,17031.0,36
Illinois,Crawford,0.0,Sq ft,17033.0,40
Illinois,Cumberland,0.0,Sq ft,17035.0,44
Illinois,DeKalb,0.0,Sq ft,17037.0,49
Illinois,De Witt,0.0,Sq ft,17039.0,53
Illinois,Douglas,nan,Sq ft,17041.0,55
Illinois,DuPage,18900.0,Sq ft,17043.0,64
Illinois,Edgar,nan,Sq ft,17045.0,66
Illinois,Edwards,0.0,Sq ft,17047.0,71
Illinois,Effingham,0.0,Sq ft,17049.0,76
Illinois,Fayette,0.0,Sq ft,17051.0,79
Illinois,Ford,0.0,Sq ft,17053.0,81
Illinois,Franklin,0.0,Sq ft,17055.0,85
Illinois,Fulton,0.0,Sq ft,17057.0,89
Illinois,Gallatin,0.0,Sq ft,17059.0,92
Illinois,Greene,nan,Sq ft,17061.0,96
Illinois,Grundy,nan,Sq ft,17063.0,99
Illinois,Hamilton,0.0,Sq ft,17065.0,106
Illinois,Hancock,nan,Sq ft,17067.0,111
Illinois,Hardin,0.0,Sq ft,17069.0,113
Illinois,Henderson,0.0,Sq ft,17071.0,117
Illinois,Henry,0.0,Sq ft,17073.0,121
Illinois,Iroquois,0.0,Sq ft,17075.0,125
Illinois,Jackson,nan,Sq ft,17077.0,129
Illinois,Jasper,0.0,Sq ft,17079.0,133
Illinois,Jefferson,nan,Sq ft,17081.0,137
Illinois,Jersey,0.0,Sq ft,17083.0,142
Illinois,Jo Daviess,nan,Sq ft,17085.0,145
Illinois,Johnson,0.0,Sq ft,17087.0,152
Illinois,Kane,7950.0,Sq ft,17089.0,156
Illinois,Kankakee,10300.0,Sq ft,17091.0,161
Illinois,Kendall,0.0,Sq ft,17093.0,165
Illinois,Knox,0.0,Sq ft,17095.0,166
Illinois,Lake,nan,Sq ft,17097.0,170
Illinois,LaSalle,0.0,Sq ft,17099.0,175
Illinois,Lawrence,0.0,Sq ft,17101.0,177
Illinois,Lee,0.0,Sq ft,17103.0,180
Illinois,Livingston,nan,Sq ft,17105.0,182
Illinois,Logan,0.0,Sq ft,17107.0,186
Illinois,McDonough,0.0,Sq ft,17109.0,189
Illinois,McHenry,nan,Sq ft,17111.0,192
Illinois,McLean,0.0,Sq ft,17113.0,193
Illinois,Macon,nan,Sq ft,17115.0,194
Illinois,Macoupin,0.0,Sq ft,17117.0,196
Illinois,Madison,0.0,Sq ft,17119.0,199
Illinois,Marion,0.0,Sq ft,17121.0,201
Illinois,Marshall,0.0,Sq ft,17123.0,202
Illinois,Mason,nan,Sq ft,17125.0,206
Illinois,Massac,0.0,Sq ft,17127.0,208
Illinois,Menard,0.0,Sq ft,17129.0,212
Illinois,Mercer,0.0,Sq ft,17131.0,216
Illinois,Monroe,0.0,Sq ft,17133.0,219
Illinois,Montgomery,0.0,Sq ft,17135.0,223
Illinois,Morgan,nan,Sq ft,17137.0,225
Illinois,Moultrie,nan,Sq ft,17139.0,227
Illinois,Ogle,0.0,Sq ft,17141.0,229
Illinois,Peoria,0.0,Sq ft,17143.0,233
Illinois,Perry,0.0,Sq ft,17145.0,235
Illinois,Piatt,0.0,Sq ft,17147.0,238
Illinois,Pike,nan,Sq ft,17149.0,241
Illinois,Pope,nan,Sq ft,17151.0,245
Illinois,Pulaski,0.0,Sq ft,17153.0,248
Illinois,Putnam,0.0,Sq ft,17155.0,253
Illinois,Randolph,0.0,Sq ft,17157.0,255
Illinois,Richland,0.0,Sq ft,17159.0,259
Illinois,Rock Island,nan,Sq ft,17161.0,265
Illinois,St. Clair,0.0,Sq ft,17163.0,269
Illinois,Saline,0.0,Sq ft,17165.0,271
Illinois,Sangamon,0.0,Sq ft,17167.0,274
Illinois,Schuyler,0.0,Sq ft,17169.0,278
Illinois,Scott,0.0,Sq ft,17171.0,280
Illinois,Shelby,0.0,Sq ft,17173.0,283
Illinois,Stark,nan,Sq ft,17175.0,285
Illinois,Stephenson,nan,Sq ft,17177.0,290
Illinois,Tazewell,0.0,Sq ft,17179.0,291
Illinois,Union,36000.0,Sq ft,17181.0,293
Illinois,Vermilion,0.0,Sq ft,17183.0,296
Illinois,Wabash,0.0,Sq ft,17185.0,299
Illinois,Warren,0.0,Sq ft,17187.0,301
Illinois,Washington,0.0,Sq ft,17189.0,305
Illinois,Wayne,0.0,Sq ft,17191.0,310
Illinois,White,0.0,Sq ft,17193.0,312
Illinois,Whiteside,nan,Sq ft,17195.0,314
Illinois,Will,nan,Sq ft,17197.0,320
Illinois,Williamson,0.0,Sq ft,17199.0,324
Illinois,Winnebago,1060.0,Sq ft,17201.0,325
Illinois,Woodford,nan,Sq ft,17203.0,328
Indiana,Adams,20064.0,Sq ft,18001.0,330
Indiana,Allen,5200.0,Sq ft,18003.0,335
Indiana,Bartholomew,0.0,Sq ft,18005.0,342
Indiana,Benton,0.0,Sq ft,18007.0,179
Indiana,Blackford,0.0,Sq ft,18009.0,183
Indiana,Boone,30508.0,Sq ft,18011.0,185
Indiana,Brown,nan,Sq ft,18013.0,188
Indiana,Carroll,nan,Sq ft,18015.0,195
Indiana,Cass,0.0,Sq ft,18017.0,211
Indiana,Clark,nan,Sq ft,18019.0,215
Indiana,Clay,0.0,Sq ft,18021.0,221
Indiana,Clinton,0.0,Sq ft,18023.0,226
Indiana,Crawford,0.0,Sq ft,18025.0,232
Indiana,Daviess,nan,Sq ft,18027.0,239
Indiana,Dearborn,0.0,Sq ft,18029.0,242
Indiana,Decatur,0.0,Sq ft,18031.0,246
Indiana,DeKalb,0.0,Sq ft,18033.0,249
Indiana,Delaware,0.0,Sq ft,18035.0,252
Indiana,Dubois,0.0,Sq ft,18037.0,254
Indiana,Elkhart,45913.0,Sq ft,18039.0,260
Indiana,Fayette,0.0,Sq ft,18041.0,263
Indiana,Floyd,0.0,Sq ft,18043.0,267
Indiana,Fountain,0.0,Sq ft,18045.0,270
Indiana,Franklin,0.0,Sq ft,18047.0,272
Indiana,Fulton,nan,Sq ft,18049.0,276
Indiana,Gibson,nan,Sq ft,18051.0,286
Indiana,Grant,0.0,Sq ft,18053.0,297
Indiana,Greene,0.0,Sq ft,18055.0,309
Indiana,Hamilton,24000.0,Sq ft,18057.0,321
Indiana,Hancock,nan,Sq ft,18059.0,329
Indiana,Harrison,nan,Sq ft,18061.0,334
Indiana,Hendricks,nan,Sq ft,18063.0,341
Indiana,Henry,nan,Sq ft,18065.0,344
Indiana,Howard,0.0,Sq ft,18067.0,348
Indiana,Huntington,nan,Sq ft,18069.0,352
Indiana,Jackson,0.0,Sq ft,18071.0,355
Indiana,Jasper,0.0,Sq ft,18073.0,356
Indiana,Jay,0.0,Sq ft,18075.0,358
Indiana,Jefferson,0.0,Sq ft,18077.0,363
Indiana,Jennings,5200.0,Sq ft,18079.0,367
Indiana,Johnson,0.0,Sq ft,18081.0,370
Indiana,Knox,0.0,Sq ft,18083.0,376
Indiana,Kosciusko,0.0,Sq ft,18085.0,384
Indiana,LaGrange,24300.0,Sq ft,18087.0,386
Indiana,Lake,0.0,Sq ft,18089.0,389
Indiana,LaPorte,nan,Sq ft,18091.0,392
Indiana,Lawrence,0.0,Sq ft,18093.0,396
Indiana,Madison,nan,Sq ft,18095.0,401
Indiana,Marion,nan,Sq ft,18097.0,409
Indiana,Marshall,22856.0,Sq ft,18099.0,412
Indiana,Martin,0.0,Sq ft,18101.0,418
Indiana,Miami,0.0,Sq ft,18103.0,420
Indiana,Monroe,3300.0,Sq ft,18105.0,422
Indiana,Montgomery,0.0,Sq ft,18107.0,425
Indiana,Morgan,0.0,Sq ft,18109.0,430
Indiana,Newton,0.0,Sq ft,18111.0,433
Indiana,Noble,0.0,Sq ft,18113.0,436
Indiana,Ohio,0.0,Sq ft,18115.0,440
Indiana,Orange,0.0,Sq ft,18117.0,444
Indiana,Owen,10880.0,Sq ft,18119.0,448
Indiana,Parke,26029.0,Sq ft,18121.0,452
Indiana,Perry,0.0,Sq ft,18123.0,459
Indiana,Pike,0.0,Sq ft,18125.0,465
Indiana,Porter,0.0,Sq ft,18127.0,468
Indiana,Posey,0.0,Sq ft,18129.0,471
Indiana,Pulaski,0.0,Sq ft,18131.0,477
Indiana,Putnam,0.0,Sq ft,18133.0,480
Indiana,Randolph,0.0,Sq ft,18135.0,485
Indiana,Ripley,0.0,Sq ft,18137.0,488
Indiana,Rush,0.0,Sq ft,18139.0,493
Indiana,St. Joseph,nan,Sq ft,18141.0,496
Indiana,Scott,0.0,Sq ft,18143.0,504
Indiana,Shelby,nan,Sq ft,18145.0,506
Indiana,Spencer,0.0,Sq ft,18147.0,509
Indiana,Starke,0.0,Sq ft,18149.0,512
Indiana,Steuben,nan,Sq ft,18151.0,515
Indiana,Sullivan,0.0,Sq ft,18153.0,518
Indiana,Switzerland,0.0,Sq ft,18155.0,526
Indiana,Tippecanoe,nan,Sq ft,18157.0,530
Indiana,Tipton,0.0,Sq ft,18159.0,534
Indiana,Union,0.0,Sq ft,18161.0,538
Indiana,Vanderburgh,nan,Sq ft,18163.0,543
Indiana,Vermillion,0.0,Sq ft,18165.0,548
Indiana,Vigo,0.0,Sq ft,18167.0,553
Indiana,Wabash,0.0,Sq ft,18169.0,555
Indiana,Warren,0.0,Sq ft,18171.0,567
Indiana,Warrick,nan,Sq ft,18173.0,575
Indiana,Washington,nan,Sq ft,18175.0,584
Indiana,Wayne,nan,Sq ft,18177.0,586
Indiana,Wells,nan,Sq ft,18179.0,590
Indiana,White,0.0,Sq ft,18181.0,594
Indiana,Whitley,0.0,Sq ft,18183.0,597
Iowa,Adair,nan,Sq ft,19001.0,598
Iowa,Adams,0.0,Sq ft,19003.0,602
Iowa,Allamakee,nan,Sq ft,19005.0,608
Iowa,Appanoose,0.0,Sq ft,19007.0,611
Iowa,Audubon,0.0,Sq ft,19009.0,615
Iowa,Benton,nan,Sq ft,19011.0,619
Iowa,Black Hawk,13360.0,Sq ft,19013.0,623
Iowa,Boone,nan,Sq ft,19015.0,625
Iowa,Bremer,0.0,Sq ft,19017.0,631
Iowa,Buchanan,nan,Sq ft,19019.0,632
Iowa,Buena Vista,nan,Sq ft,19021.0,633
Iowa,Butler,nan,Sq ft,19023.0,361
Iowa,Calhoun,0.0,Sq ft,19025.0,365
Iowa,Carroll,nan,Sq ft,19027.0,369
Iowa,Cass,0.0,Sq ft,19029.0,374
Iowa,Cedar,0.0,Sq ft,19031.0,379
Iowa,Cerro Gordo,0.0,Sq ft,19033.0,383
Iowa,Cherokee,0.0,Sq ft,19035.0,388
Iowa,Chickasaw,6960.0,Sq ft,19037.0,393
Iowa,Clarke,0.0,Sq ft,19039.0,397
Iowa,Clay,0.0,Sq ft,19041.0,398
Iowa,Clayton,nan,Sq ft,19043.0,402
Iowa,Clinton,0.0,Sq ft,19045.0,404
Iowa,Crawford,0.0,Sq ft,19047.0,408
Iowa,Dallas,nan,Sq ft,19049.0,413
Iowa,Davis,19268.0,Sq ft,19051.0,416
Iowa,Decatur,nan,Sq ft,19053.0,419
Iowa,Delaware,nan,Sq ft,19055.0,421
Iowa,Des Moines,0.0,Sq ft,19057.0,424
Iowa,Dickinson,0.0,Sq ft,19059.0,427
Iowa,Dubuque,nan,Sq ft,19061.0,434
Iowa,Emmet,0.0,Sq ft,19063.0,437
Iowa,Fayette,0.0,Sq ft,19065.0,442
Iowa,Floyd,8100.0,Sq ft,19067.0,447
Iowa,Franklin,0.0,Sq ft,19069.0,451
Iowa,Fremont,0.0,Sq ft,19071.0,455
Iowa,Greene,nan,Sq ft,19073.0,458
Iowa,Grundy,3888.0,Sq ft,19075.0,460
Iowa,Guthrie,0.0,Sq ft,19077.0,467
Iowa,Hamilton,0.0,Sq ft,19079.0,469
Iowa,Hancock,9000.0,Sq ft,19081.0,470
Iowa,Hardin,0.0,Sq ft,19083.0,475
Iowa,Harrison,0.0,Sq ft,19085.0,478
Iowa,Henry,3744.0,Sq ft,19087.0,479
Iowa,Howard,10760.0,Sq ft,19089.0,481
Iowa,Humboldt,0.0,Sq ft,19091.0,487
Iowa,Ida,0.0,Sq ft,19093.0,491
Iowa,Iowa,0.0,Sq ft,19095.0,495
Iowa,Jackson,18000.0,Sq ft,19097.0,499
Iowa,Jasper,0.0,Sq ft,19099.0,505
Iowa,Jefferson,nan,Sq ft,19101.0,507
Iowa,Johnson,33010.0,Sq ft,19103.0,508
Iowa,Jones,0.0,Sq ft,19105.0,516
Iowa,Keokuk,0.0,Sq ft,19107.0,520
Iowa,Kossuth,nan,Sq ft,19109.0,523
Iowa,Lee,nan,Sq ft,19111.0,531
Iowa,Linn,9680.0,Sq ft,19113.0,535
Iowa,Louisa,0.0,Sq ft,19115.0,539
Iowa,Lucas,nan,Sq ft,19117.0,542
Iowa,Lyon,nan,Sq ft,19119.0,546
Iowa,Madison,0.0,Sq ft,19121.0,550
Iowa,Mahaska,0.0,Sq ft,19123.0,554
Iowa,Marion,nan,Sq ft,19125.0,561
Iowa,Marshall,0.0,Sq ft,19127.0,568
Iowa,Mills,0.0,Sq ft,19129.0,569
Iowa,Mitchell,17620.0,Sq ft,19131.0,572
Iowa,Monona,0.0,Sq ft,19133.0,576
Iowa,Monroe,0.0,Sq ft,19135.0,580
Iowa,Montgomery,0.0,Sq ft,19137.0,595
Iowa,Muscatine,0.0,Sq ft,19139.0,600
Iowa,O'Brien,0.0,Sq ft,19141.0,604
Iowa,Osceola,0.0,Sq ft,19143.0,607
Iowa,Page,0.0,Sq ft,19145.0,612
Iowa,Palo Alto,0.0,Sq ft,19147.0,618
Iowa,Plymouth,0.0,Sq ft,19149.0,622
Iowa,Pocahontas,0.0,Sq ft,19151.0,624
Iowa,Polk,1300.0,Sq ft,19153.0,629
Iowa,Pottawattamie,nan,Sq ft,19155.0,637
Iowa,Poweshiek,nan,Sq ft,19157.0,640
Iowa,Ringgold,0.0,Sq ft,19159.0,642
Iowa,Sac,0.0,Sq ft,19161.0,647
Iowa,Scott,nan,Sq ft,19163.0,657
Iowa,Shelby,nan,Sq ft,19165.0,660
Iowa,Sioux,nan,Sq ft,19167.0,663
Iowa,Story,nan,Sq ft,19169.0,668
Iowa,Tama,0.0,Sq ft,19171.0,671
Iowa,Taylor,0.0,Sq ft,19173.0,674
Iowa,Union,0.0,Sq ft,19175.0,675
Iowa,Van Buren,0.0,Sq ft,19177.0,678
Iowa,Wapello,0.0,Sq ft,19179.0,681
Iowa,Warren,0.0,Sq ft,19181.0,685
Iowa,Washington,nan,Sq ft,19183.0,687
Iowa,Wayne,0.0,Sq ft,19185.0,691
Iowa,Webster,0.0,Sq ft,19187.0,694
Iowa,Winnebago,0.0,Sq ft,19189.0,696
Iowa,Winneshiek,nan,Sq ft,19191.0,698
Iowa,Woodbury,0.0,Sq ft,19193.0,702
Iowa,Worth,0.0,Sq ft,19195.0,703
Iowa,Wright,0.0,Sq ft,19197.0,705
Kansas,Allen,0.0,Sq ft,20001.0,709
Kansas,Anderson,0.0,Sq ft,20003.0,712
Kansas,Atchison,0.0,Sq ft,20005.0,715
Kansas,Barber,0.0,Sq ft,20007.0,717
Kansas,Barton,0.0,Sq ft,20009.0,719
Kansas,Bourbon,nan,Sq ft,20011.0,722
Kansas,Brown,0.0,Sq ft,20013.0,723
Kansas,Butler,9000.0,Sq ft,20015.0,726
Kansas,Chase,nan,Sq ft,20017.0,729
Kansas,Chautauqua,0.0,Sq ft,20019.0,730
Kansas,Cherokee,0.0,Sq ft,20021.0,732
Kansas,Cheyenne,0.0,Sq ft,20023.0,736
Kansas,Clark,0.0,Sq ft,20025.0,738
Kansas,Clay,0.0,Sq ft,20027.0,739
Kansas,Cloud,0.0,Sq ft,20029.0,740
Kansas,Coffey,0.0,Sq ft,20031.0,745
Kansas,Comanche,0.0,Sq ft,20033.0,748
Kansas,Cowley,0.0,Sq ft,20035.0,752
Kansas,Crawford,0.0,Sq ft,20037.0,756
Kansas,Decatur,0.0,Sq ft,20039.0,759
Kansas,Dickinson,0.0,Sq ft,20041.0,762
Kansas,Doniphan,0.0,Sq ft,20043.0,765
Kansas,Douglas,8400.0,Sq ft,20045.0,767
Kansas,Edwards,0.0,Sq ft,20047.0,770
Kansas,Elk,0.0,Sq ft,20049.0,773
Kansas,Ellis,0.0,Sq ft,20051.0,774
Kansas,Ellsworth,nan,Sq ft,20053.0,776
Kansas,Finney,0.0,Sq ft,20055.0,778
Kansas,Ford,0.0,Sq ft,20057.0,784
Kansas,Franklin,0.0,Sq ft,20059.0,786
Kansas,Geary,0.0,Sq ft,20061.0,788
Kansas,Gove,0.0,Sq ft,20063.0,790
Kansas,Graham,0.0,Sq ft,20065.0,791
Kansas,Grant,0.0,Sq ft,20067.0,794
Kansas,Gray,nan,Sq ft,20069.0,798
Kansas,Greeley,0.0,Sq ft,20071.0,801
Kansas,Greenwood,0.0,Sq ft,20073.0,803
Kansas,Hamilton,0.0,Sq ft,20075.0,805
Kansas,Harper,0.0,Sq ft,20077.0,807
Kansas,Harvey,nan,Sq ft,20079.0,812
Kansas,Haskell,0.0,Sq ft,20081.0,815
Kansas,Hodgeman,0.0,Sq ft,20083.0,818
Kansas,Jackson,0.0,Sq ft,20085.0,819
Kansas,Jefferson,7370.0,Sq ft,20087.0,821
Kansas,Jewell,0.0,Sq ft,20089.0,822
Kansas,Johnson,4000.0,Sq ft,20091.0,824
Kansas,Kearny,0.0,Sq ft,20093.0,826
Kansas,Kingman,0.0,Sq ft,20095.0,827
Kansas,Kiowa,0.0,Sq ft,20097.0,829
Kansas,Labette,0.0,Sq ft,20099.0,831
Kansas,Lane,0.0,Sq ft,20101.0,833
Kansas,Leavenworth,11540.0,Sq ft,20103.0,836
Kansas,Lincoln,0.0,Sq ft,20105.0,838
Kansas,Linn,0.0,Sq ft,20107.0,840
Kansas,Logan,0.0,Sq ft,20109.0,842
Kansas,Lyon,nan,Sq ft,20111.0,844
Kansas,McPherson,nan,Sq ft,20113.0,846
Kansas,Marion,0.0,Sq ft,20115.0,848
Kansas,Marshall,0.0,Sq ft,20117.0,850
Kansas,Meade,0.0,Sq ft,20119.0,851
Kansas,Miami,0.0,Sq ft,20121.0,853
Kansas,Mitchell,0.0,Sq ft,20123.0,854
Kansas,Montgomery,0.0,Sq ft,20125.0,856
Kansas,Morris,nan,Sq ft,20127.0,858
Kansas,Morton,0.0,Sq ft,20129.0,859
Kansas,Nemaha,0.0,Sq ft,20131.0,861
Kansas,Neosho,nan,Sq ft,20133.0,862
Kansas,Ness,0.0,Sq ft,20135.0,864
Kansas,Norton,nan,Sq ft,20137.0,866
Kansas,Osage,0.0,Sq ft,20139.0,867
Kansas,Osborne,0.0,Sq ft,20141.0,869
Kansas,Ottawa,0.0,Sq ft,20143.0,870
Kansas,Pawnee,0.0,Sq ft,20145.0,872
Kansas,Phillips,0.0,Sq ft,20147.0,873
Kansas,Pottawatomie,nan,Sq ft,20149.0,876
Kansas,Pratt,0.0,Sq ft,20151.0,878
Kansas,Rawlins,0.0,Sq ft,20153.0,880
Kansas,Reno,0.0,Sq ft,20155.0,882
Kansas,Republic,nan,Sq ft,20157.0,884
Kansas,Rice,0.0,Sq ft,20159.0,886
Kansas,Riley,0.0,Sq ft,20161.0,888
Kansas,Rooks,0.0,Sq ft,20163.0,889
Kansas,Rush,0.0,Sq ft,20165.0,891
Kansas,Russell,0.0,Sq ft,20167.0,893
Kansas,Saline,nan,Sq ft,20169.0,895
Kansas,Scott,0.0,Sq ft,20171.0,897
Kansas,Sedgwick,50400.0,Sq ft,20173.0,898
Kansas,Seward,0.0,Sq ft,20175.0,900
Kansas,Shawnee,0.0,Sq ft,20177.0,902
Kansas,Sheridan,0.0,Sq ft,20179.0,904
Kansas,Sherman,0.0,Sq ft,20181.0,907
Kansas,Smith,0.0,Sq ft,20183.0,909
Kansas,Stafford,nan,Sq ft,20185.0,911
Kansas,Stanton,0.0,Sq ft,20187.0,913
Kansas,Stevens,0.0,Sq ft,20189.0,914
Kansas,Sumner,0.0,Sq ft,20191.0,916
Kansas,Thomas,0.0,Sq ft,20193.0,917
Kansas,Trego,0.0,Sq ft,20195.0,919
Kansas,Wabaunsee,0.0,Sq ft,20197.0,920
Kansas,Wallace,0.0,Sq ft,20199.0,921
Kansas,Washington,0.0,Sq ft,20201.0,922
Kansas,Wichita,0.0,Sq ft,20203.0,923
Kansas,Wilson,0.0,Sq ft,20205.0,925
Kansas,Woodson,0.0,Sq ft,20207.0,926
Kansas,Wyandotte,nan,Sq ft,20209.0,927
Kentucky,Adair,0.0,Sq ft,21001.0,928
Kentucky,Allen,49180.0,Sq ft,21003.0,929
Kentucky,Anderson,nan,Sq ft,21005.0,930
Kentucky,Ballard,0.0,Sq ft,21007.0,932
Kentucky,Barren,nan,Sq ft,21009.0,933
Kentucky,Bath,0.0,Sq ft,21011.0,934
Kentucky,Bell,0.0,Sq ft,21013.0,936
Kentucky,Boone,nan,Sq ft,21015.0,1002
Kentucky,Bourbon,0.0,Sq ft,21017.0,1005
Kentucky,Boyd,0.0,Sq ft,21019.0,1008
Kentucky,Boyle,0.0,Sq ft,21021.0,1010
Kentucky,Bracken,0.0,Sq ft,21023.0,1013
Kentucky,Breathitt,nan,Sq ft,21025.0,1017
Kentucky,Breckinridge,nan,Sq ft,21027.0,1020
Kentucky,Bullitt,0.0,Sq ft,21029.0,1024
Kentucky,Butler,0.0,Sq ft,21031.0,1026
Kentucky,Caldwell,0.0,Sq ft,21033.0,1031
Kentucky,Calloway,0.0,Sq ft,21035.0,1033
Kentucky,Campbell,nan,Sq ft,21037.0,1035
Kentucky,Carlisle,nan,Sq ft,21039.0,1039
Kentucky,Carroll,0.0,Sq ft,21041.0,1041
Kentucky,Carter,nan,Sq ft,21043.0,1044
Kentucky,Casey,nan,Sq ft,21045.0,1048
Kentucky,Christian,nan,Sq ft,21047.0,1050
Kentucky,Clark,0.0,Sq ft,21049.0,1053
Kentucky,Clay,0.0,Sq ft,21051.0,1056
Kentucky,Clinton,0.0,Sq ft,21053.0,1059
Kentucky,Crittenden,11700.0,Sq ft,21055.0,1064
Kentucky,Cumberland,0.0,Sq ft,21057.0,1067
Kentucky,Daviess,nan,Sq ft,21059.0,1071
Kentucky,Edmonson,nan,Sq ft,21061.0,1073
Kentucky,Elliott,0.0,Sq ft,21063.0,1075
Kentucky,Estill,0.0,Sq ft,21065.0,1077
Kentucky,Fayette,9060.0,Sq ft,21067.0,1080
Kentucky,Fleming,nan,Sq ft,21069.0,1083
Kentucky,Floyd,0.0,Sq ft,21071.0,1085
Kentucky,Franklin,0.0,Sq ft,21073.0,1086
